primary_accession	country	length	EPA_major_clade	host		
EF152236	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152235	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152234	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152233	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152232	Brazil	1394	Cosmopolitan	Cerdocyon thous		
EF152231	Brazil	1394	Cosmopolitan	Cerdocyon thous		
AB083802	Brazil	1394	Cosmopolitan	Sus		
AB083801	Brazil	1394	Cosmopolitan	Homo sapiens		
AB083800	Brazil	1394	Cosmopolitan	Equus caballus		
AB083799	Brazil	1394	Cosmopolitan	Bos		
AB083798	Brazil	1394	Cosmopolitan	Canis lupus familiaris		
AB083797	Brazil	1394	Cosmopolitan	Canis lupus familiaris		
AB083796	Brazil	1394	Cosmopolitan	Canis lupus familiaris		
AB083795	Brazil	1394	Cosmopolitan	Homo sapiens		
AB083794	Brazil	1394	Cosmopolitan	Felis catus		
AB083793	Brazil	1394	Cosmopolitan	Felis catus		
AB083792	Brazil	1394	Cosmopolitan	Canis lupus familiaris		
AY854578	Cuba	1402	Cosmopolitan	Canis familiaris		
AY854576	Cuba	1402	Cosmopolitan	mongoose		
AY854575	Cuba	1402	Cosmopolitan	Felis catus		
AY854574	Cuba	1402	Cosmopolitan	Felis catus		
AY854573	Cuba	1402	Cosmopolitan	mongoose		
AY854569	Cuba	1402	Cosmopolitan	Canis familiaris		
AY854567	Cuba	1402	Cosmopolitan	mongoose		
AY854564	Cuba	1402	Cosmopolitan	Felis catus		
AY854562	Cuba	1402	Cosmopolitan	Canis familiaris		
AY854561	Cuba	1402	Cosmopolitan	Canis familiaris		
AY854560	Cuba	1402	Cosmopolitan	Canis familiaris		
AY854559	Cuba	1402	Cosmopolitan	Felis catus		
AY854558	Cuba	1402	Cosmopolitan	mongoose		
AY854554	Cuba	1402	Cosmopolitan	Canis familiaris		
AY854552	Cuba	1402	Cosmopolitan	Capra hircus		
AY854550	Cuba	1402	Cosmopolitan	Bos taurus		
AY854548	Cuba	1402	Cosmopolitan	Ovis aries		
AY854547	Cuba	1402	Cosmopolitan	Bos taurus		
AY854546	Cuba	1402	Cosmopolitan	mongoose		
AY854545	Cuba	1402	Cosmopolitan	Bos taurus		
AY854544	Cuba	1402	Cosmopolitan	mongoose		
AY854536	Cuba	1402	Cosmopolitan	Canis familiaris		
AY854534	Cuba	1402	Cosmopolitan	Felis catus		
AY854531	Cuba	1402	Cosmopolitan	mongoose		
AY854530	Cuba	1402	Cosmopolitan	Canis familiaris		
AY854529	Cuba	1402	Cosmopolitan	Canis familiaris		
AY854527	Cuba	1402	Cosmopolitan	Felis catus		
AY854525	Cuba	1402	Cosmopolitan	mongoose		
AY854524	Cuba	1402	Cosmopolitan	Canis familiaris		
AY854520	Cuba	1402	Cosmopolitan	Canis familiaris		
AY854515	Cuba	1402	Cosmopolitan	Canis familiaris		
AY854507	Cuba	1402	Cosmopolitan	Canis familiaris		
AY854506	Cuba	1402	Cosmopolitan	Felis catus		
AY854505	Cuba	1402	Cosmopolitan	mongoose		
AY854504	Cuba	1402	Cosmopolitan	Canis familiaris		
KU550103	Costa Rica	1430	Cosmopolitan	Homo sapiens		
KC791796	Mexico	1540	RAC-SK	skunk		
KC791809	Mexico	1541	RAC-SK	skunk		
KC791795	Mexico	1542	RAC-SK	skunk		
KC791799	Mexico	1544	RAC-SK	cow		
KC792196	Mexico	1572	Cosmopolitan			
KC792068	Dominican Republic	1572	Cosmopolitan	Canis familiaris		
KC792067	Dominican Republic	1572	Cosmopolitan	Canis familiaris		
KC792060	Dominican Republic	1572	Cosmopolitan	Canis familiaris		
KC792059	Dominican Republic	1572	Cosmopolitan	Canis familiaris		
KC792058	Dominican Republic	1572	Cosmopolitan	Canis familiaris		
KC792057	Dominican Republic	1572	Cosmopolitan	Canis familiaris		
KC792056	Dominican Republic	1572	Cosmopolitan	Canis familiaris		
KC791961	Mexico	1572	Cosmopolitan	Canis latrans		
KU888643	Chile	1575	Asian	Canis familiaris		
AB518495	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
AB518494	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
AB518493	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
AB518492	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
AB518491	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
AB518490	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
AB518489	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
AB518488	Brazil	1575	Cosmopolitan	Felis catus		
AB518487	Brazil	1575	Cosmopolitan	Felis catus		
AB449214	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
AB449213	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
AB449212	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
AB449211	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
AB247412	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
AB247411	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
AB247410	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
AB247416	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
AB247415	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
AB247414	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
AB247420	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
AB247419	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
AB247418	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
AB247437	Brazil	1575	Cosmopolitan	Vulpes		
AB247436	Brazil	1575	Cosmopolitan	Vulpes		
AB247435	Brazil	1575	Cosmopolitan	Vulpes		
AB247434	Brazil	1575	Cosmopolitan	Vulpes		
AB247433	Brazil	1575	Cosmopolitan	Vulpes		
AB247432	Brazil	1575	Cosmopolitan	Vulpes		
AB247431	Brazil	1575	Cosmopolitan	Vulpes		
AB247430	Brazil	1575	Cosmopolitan	Vulpes		
AB247447	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
AB247446	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
AB247445	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
AB276314	Brazil	1575	Cosmopolitan	Homo sapiens		
AB276313	Brazil	1575	Cosmopolitan	Homo sapiens		
AB276312	Brazil	1575	Cosmopolitan	Homo sapiens		
AB276311	Brazil	1575	Cosmopolitan	Homo sapiens		
AB276310	Brazil	1575	Cosmopolitan	Felis catus		
AB276309	Brazil	1575	Cosmopolitan	Felis catus		
AB276308	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
AB276307	Brazil	1575	Cosmopolitan	Homo sapiens		
OP762225	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
OP762224	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
OP762223	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
OP762222	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
OP762221	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
OP762220	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
OP762219	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
OP762218	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
OP762217	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
OP762216	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
OP762215	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
OP762214	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
OP762213	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
OP762212	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
OP762211	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
OP762210	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
OP762209	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
OP762208	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
OP762207	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
OP762206	Brazil	1575	Cosmopolitan	Canis lupus familiaris		
EU918650	Brazil	1889	Cosmopolitan	Cerdocyon thous		
EU918649	Brazil	1889	Cosmopolitan	Pseudalopex vetulus		
EU918648	Brazil	1889	Cosmopolitan	Cerdocyon thous		
EU918647	Brazil	1889	Cosmopolitan	Cerdocyon thous		
EU918646	Brazil	1889	Cosmopolitan	Cerdocyon thous		
EU918645	Brazil	1889	Cosmopolitan	Cerdocyon thous		
EU918644	Brazil	1889	Cosmopolitan	Cerdocyon thous		
EU918643	Brazil	1889	Cosmopolitan	Cerdocyon thous		
EU918642	Brazil	1889	Cosmopolitan	Cerdocyon thous		
EU918641	Brazil	1889	Cosmopolitan	Cerdocyon thous		
EU918640	Brazil	1889	Cosmopolitan	Cerdocyon thous		
EU918639	Brazil	1889	Cosmopolitan	Cerdocyon thous		
EU918638	Brazil	1889	Cosmopolitan	Cerdocyon thous		
EU918637	Brazil	1889	Cosmopolitan	Cerdocyon thous		
EU918636	Brazil	1889	Cosmopolitan	Cerdocyon thous		
EU918635	Brazil	1889	Cosmopolitan	Cerdocyon thous		
EU918634	Brazil	1889	Cosmopolitan	Cerdocyon thous		
EU918633	Brazil	1889	Cosmopolitan	Cerdocyon thous		
EU918632	Brazil	1889	Cosmopolitan	Cerdocyon thous		
EU918631	Brazil	1889	Cosmopolitan	Pseudalopex vetulus		
EU918630	Brazil	1889	Cosmopolitan	Cerdocyon thous		
EU918629	Brazil	1889	Cosmopolitan	Canis familiaris		
EU918628	Brazil	1889	Cosmopolitan	Canis familiaris		
EU918627	Brazil	1889	Cosmopolitan	Felis catus		
EU918626	Brazil	1889	Cosmopolitan	Felis catus		
EU918625	Brazil	1889	Cosmopolitan	Canis familiaris		
EU918624	Brazil	1889	Cosmopolitan	Canis familiaris		
EU918623	Brazil	1889	Cosmopolitan	Canis familiaris		
EU918622	Brazil	1889	Cosmopolitan	Canis familiaris		
EU918621	Brazil	1889	Cosmopolitan	Canis familiaris		
EU918620	Brazil	1889	Cosmopolitan	Canis familiaris		
EU918619	Brazil	1889	Cosmopolitan	Canis familiaris		
EU918618	Brazil	1889	Cosmopolitan	Canis familiaris		
EU918617	Brazil	1889	Cosmopolitan	Canis familiaris		
EU918616	Brazil	1889	Cosmopolitan	Canis familiaris		
EU918615	Brazil	1889	Cosmopolitan	Canis familiaris		
EU918614	Brazil	1889	Cosmopolitan	Canis familiaris		
AB110661	Brazil	2066	Cosmopolitan	Sus scrofa domesticus		
AB110660	Brazil	2066	Cosmopolitan	Equus caballus		
AB110659	Brazil	2066	Cosmopolitan	Canis lupus familiaris		
AB110658	Brazil	2066	Cosmopolitan	Canis lupus familiaris		
AB110656	Brazil	2066	Cosmopolitan	Felis catus		
AB110657	Brazil	2066	Cosmopolitan	Homo sapiens		
AF325477	Mexico	2091	Cosmopolitan	Canis lupus familiaris		
KX708503	Mexico	11793	Cosmopolitan	Canis familiaris		
KX708502	Mexico	11793	Cosmopolitan	Canis familiaris		
KX708501	Mexico	11794	Cosmopolitan	Canis familiaris		
KX708500	Mexico	11794	Cosmopolitan	Canis familiaris		
KX708499	Mexico	11794	Cosmopolitan	Canis familiaris		
OM971005	Mexico	11794	Cosmopolitan	Nasua narica		
OM971004	Mexico	11794	Cosmopolitan	Nasua narica		
OM971003	Mexico	11794	Cosmopolitan	Nasua narica		
KX708504	Mexico	11798	Cosmopolitan	Canis familiaris		
KX148216	Brazil	11802	Cosmopolitan	Canis familiaris		
KX148112	Mexico	11802	Cosmopolitan	Homo sapiens		
KX148111	Mexico	11802	Cosmopolitan	Canis familiaris		
KX148110	Mexico	11802	Cosmopolitan	Canis familiaris		
KX148215	Brazil	11803	Cosmopolitan	Canis familiaris		
KX148214	Brazil	11803	Cosmopolitan	Canis familiaris		
KX148217	Brazil	11804	Cosmopolitan	Canis familiaris		
PP965374	Peru	11830	Cosmopolitan	Canis lupus familiaris		
PP965372	Peru	11830	Cosmopolitan	Canis lupus familiaris		
PP965371	Peru	11830	Cosmopolitan	Canis lupus familiaris		
PP965370	Peru	11830	Cosmopolitan	Canis lupus familiaris		
PP965369	Peru	11830	Cosmopolitan	Canis lupus familiaris		
PP965368	Peru	11830	Cosmopolitan	Canis lupus familiaris		
PP965366	Peru	11830	Cosmopolitan	Canis lupus familiaris		
PP965365	Peru	11830	Cosmopolitan	Canis lupus familiaris		
PP965364	Peru	11830	Cosmopolitan	Canis lupus familiaris		
PP965363	Peru	11830	Cosmopolitan	Canis lupus familiaris		
PP965361	Peru	11830	Cosmopolitan	Canis lupus familiaris		
PP965359	Peru	11830	Cosmopolitan	Canis lupus familiaris		
PP965358	Peru	11830	Cosmopolitan	Canis lupus familiaris		
PP965357	Peru	11830	Cosmopolitan	Canis lupus familiaris		
PP965356	Peru	11830	Cosmopolitan	Canis lupus familiaris		
PP965354	Peru	11830	Cosmopolitan	Canis lupus familiaris		
PP965353	Peru	11830	Cosmopolitan	Canis lupus familiaris		
PP965351	Peru	11830	Cosmopolitan	Canis lupus familiaris		
PP965350	Peru	11830	Cosmopolitan	Canis lupus familiaris		
PP965349	Peru	11830	Cosmopolitan	Canis lupus familiaris		
PP965347	Peru	11830	Cosmopolitan	Canis lupus familiaris		
PP965346	Peru	11830	Cosmopolitan	Canis lupus familiaris		
PP965345	Peru	11830	Cosmopolitan	Canis lupus familiaris		
PP965344	Peru	11830	Cosmopolitan	Canis lupus familiaris		
PP965343	Peru	11830	Cosmopolitan	Canis lupus familiaris		
PP965362	Peru	11834	Cosmopolitan	Canis lupus familiaris		
PP965367	Peru	11869	Cosmopolitan	Canis lupus familiaris		
PP965360	Peru	11874	Cosmopolitan	Canis lupus familiaris		
KM594039	Brazil	11881	Cosmopolitan	Cerdocyon thous		
PP965348	Peru	11884	Cosmopolitan	Canis lupus familiaris		
PP965352	Peru	11893	Cosmopolitan	Canis lupus familiaris		
KU938829	Peru	11900	Cosmopolitan	Desmodus rotundus		
PP965355	Peru	11904	Cosmopolitan	Bos taurus		
PQ055822	Mexico	11921	Cosmopolitan	skunk		
KT006769	Mexico	11922	Cosmopolitan	Canis familiaris		
KX148102	Mexico	11922	Cosmopolitan	Canis familiaris		
PP965373	Peru	11922	Cosmopolitan	Bos taurus		
JQ685954	Mexico	11923	RAC-SK	Spilogale putorius (Spotted skunk)		
JQ685929	Mexico	11923	RAC-SK	Spilogale putorius (Spotted skunk)		
KU938752	Peru	11923	Cosmopolitan	Desmodus rotundus		
AB517659	Brazil	11923	Cosmopolitan	Canis lupus familiaris		
LT909544	Mexico	11924	Cosmopolitan	Canis lupus familiaris		
HQ450386	Mexico	11924	Cosmopolitan	Canis familiaris		
AB362483	Brazil	11924	Cosmopolitan	Dusicyon sp.		
LT909543	Chile	11925	Cosmopolitan			
LT909530	Chile	11925	Cosmopolitan	Homo sapiens		
MG458319	Grenada	11925	Cosmopolitan	mongoose		
JQ685975	Mexico	11925	Cosmopolitan	Spilogale putorius		
AB517660	Brazil	11925	Cosmopolitan	Vulpes		
OK564514	Mexico	11925	Cosmopolitan	horse		
236_2019	-	-	Cosmopolitan	AM5		
100_2023	-	-	Cosmopolitan	AM5		
145_2022	-	-	Cosmopolitan	AM5		
209_2018	-	-	Cosmopolitan	AM5		
182_2019	-	-	Cosmopolitan	AM5		
172_2022	-	-	Cosmopolitan	AM5		
280_2022	-	-	Cosmopolitan	AM5		
23_2020	-	-	Cosmopolitan	AM5		
272_2019	-	-	Cosmopolitan	AM5		
159_2017	-	-	Cosmopolitan	AM5		
22_2018	-	-	Cosmopolitan	AM5		
374_2018	-	-	Cosmopolitan	AM5		
255_2019	-	-	Cosmopolitan	AM5		
375_2018	-	-	Cosmopolitan	AM5		
696_2015	-	-	Cosmopolitan	AM5		
481_2016	-	-	Cosmopolitan	AM5		
291_2016	-	-	Cosmopolitan	AM5		
576_2016	-	-	Cosmopolitan	AM5		
201_2017	-	-	Cosmopolitan	AM5		
275_2017	-	-	Cosmopolitan	AM5		
563_2016	-	-	Cosmopolitan	AM5		
480_2016	-	-	Cosmopolitan	AM5		
91_2017	-	-	Cosmopolitan	AM5		
73_2015	-	-	Cosmopolitan	AM5		
52_2018	-	-	Cosmopolitan	AM5		
357_2016	-	-	Cosmopolitan	AM5		
247_2018	-	-	Cosmopolitan	AM5		
112_2017	-	-	Cosmopolitan	AM5		
56_2021	-	-	Cosmopolitan	AM5		
10_2021	-	-	Cosmopolitan	AM5		
219_2022	-	-	Cosmopolitan	AM5		
232_2023	-	-	Cosmopolitan	AM5		
183_2023	-	-	Cosmopolitan	AM5		
10_2020	-	-	Cosmopolitan	AM5		
386_2016	-	-	Cosmopolitan	AM5		
495_2016	-	-	Cosmopolitan	AM5		
562_2016	-	-	Cosmopolitan	AM5		
298_2017	-	-	Cosmopolitan	AM5		
202_2021	-	-	Cosmopolitan	AM5		
71_2021	-	-	Cosmopolitan	AM5		
147_2021	-	-	Cosmopolitan	AM5		
54_2024	-	-	Cosmopolitan	AM5		
704_2015	-	-	Cosmopolitan	AM5		
711_2015	-	-	Cosmopolitan	AM5		
52_2021	-	-	Cosmopolitan	AM5		
126_2021	-	-	Cosmopolitan	AM5		
69_2022	-	-	Cosmopolitan	AM5		
609_2015	-	-	Cosmopolitan	AM5		
101_2017	-	-	Cosmopolitan	AM5		
367_2015	-	-	Cosmopolitan	AM5		
279_2017	-	-	Cosmopolitan	AM5		
442_2016	-	-	Cosmopolitan	AM5		
42_2020	-	-	Cosmopolitan	AM5		
272_2017	-	-	Cosmopolitan	AM5		
15_2021	-	-	Cosmopolitan	AM5		
653_2015	-	-	Cosmopolitan	AM5		
240_2019	-	-	Cosmopolitan	AM5		
88_2019	-	-	Cosmopolitan	AM5		
114_2015	-	-	Cosmopolitan	AM5		
41_2020	-	-	Cosmopolitan	AM5		
151_2024	-	-	Cosmopolitan	AM5		
315_2017	-	-	Cosmopolitan	AM5		
242_2019	-	-	Cosmopolitan	AM5		
246_2022	-	-	Cosmopolitan	AM5		
35_2018	-	-	Cosmopolitan	AM5		
90_2021	-	-	Cosmopolitan	AM5		
336_2019	-	-	Cosmopolitan	AM5		
140_2018	-	-	Cosmopolitan	AM5		
41_2024	-	-	Cosmopolitan	AM5		
447_2018	-	-	Cosmopolitan	AM5		
320_2019	-	-	Cosmopolitan	AM5		
485_2016	-	-	Cosmopolitan	AM5		
462_2016	-	-	Cosmopolitan	AM5		
166_2016	-	-	Cosmopolitan	AM5		
44_2016	-	-	Cosmopolitan	AM5		
571_2016	-	-	Cosmopolitan	AM5		
32_2016	-	-	Cosmopolitan	AM5		
69_2016	-	-	Cosmopolitan	AM5		
2_2017	-	-	Cosmopolitan	AM5		
46_2017	-	-	Cosmopolitan	AM5		
131_2019	-	-	Cosmopolitan	AM5		
175_2023	-	-	Cosmopolitan	AM5		
333_2018	-	-	Cosmopolitan	AM5		
302_2016	-	-	Cosmopolitan	AM5		
289_2019	-	-	Cosmopolitan	AM5		
186_2018	-	-	Cosmopolitan	AM5		
251_2021	-	-	Cosmopolitan	AM5		
92_2018	-	-	Cosmopolitan	AM5		
1101786	-	-	Cosmopolitan	AM5		
56_2023	-	-	Cosmopolitan	AM5		
259_2017	-	-	Cosmopolitan	AM5		
130_2016	-	-	Cosmopolitan	AM5		
534_2016	-	-	Cosmopolitan	AM5		
231_2021	-	-	Cosmopolitan	AM5		
57_2017	-	-	Cosmopolitan	AM5		
319_2017	-	-	Cosmopolitan	AM5		
225_2017	-	-	Cosmopolitan	AM5		
97_2017	-	-	Cosmopolitan	AM5		
93_2018	-	-	Cosmopolitan	AM5		
12_2017	-	-	Cosmopolitan	AM5		
302_2017	-	-	Cosmopolitan	AM5		
145_2017	-	-	Cosmopolitan	AM5		
46_2019	-	-	Cosmopolitan	AM5		
402_2017	-	-	Cosmopolitan	AM5		
34_2021	-	-	Cosmopolitan	AM5		
31_2021	-	-	Cosmopolitan	AM5		
312_2019	-	-	Cosmopolitan	AM5		
162_2018	-	-	Cosmopolitan	AM5		
1203037	-	-	Cosmopolitan	AM5		
146_2021	-	-	Cosmopolitan	AM5		
4_2023	-	-	Cosmopolitan	AM5		
244_2019	-	-	Cosmopolitan	AM5		
286_2022	-	-	Cosmopolitan	AM5		
358_2023	-	-	Cosmopolitan	AM5		
47_2019	-	-	Cosmopolitan	AM5		
73_2021	-	-	Cosmopolitan	AM5		
107_2021	-	-	Cosmopolitan	AM5		
225_2019	-	-	Cosmopolitan	AM5		
162_2024	-	-	Cosmopolitan	AM5		
250_2021	-	-	Cosmopolitan	AM5		
273_2023	-	-	Cosmopolitan	AM5		
140_2020	-	-	Cosmopolitan	AM5		
103_2022	-	-	Cosmopolitan	AM5		
89_2018	-	-	Cosmopolitan	AM5		
48_2019	-	-	Cosmopolitan	AM5		
30_2021	-	-	Cosmopolitan	AM5		
68_2021	-	-	Cosmopolitan	AM5		
40_2025	-	-	Cosmopolitan	AM5		
61_2021	-	-	Cosmopolitan	AM5		
121_2019	-	-	Cosmopolitan	AM5		
173_2022	-	-	Cosmopolitan	AM5		
270_2023	-	-	Cosmopolitan	AM5		
158_2022	-	-	Cosmopolitan	AM5		
213_2021	-	-	Cosmopolitan	AM5		
227_2019	-	-	Cosmopolitan	AM5		
16_2021	-	-	Cosmopolitan	AM5		
51_2018	-	-	Cosmopolitan	AM5		
25_2020	-	-	Cosmopolitan	AM5		
218_2023	-	-	Cosmopolitan	AM5		
152_2023	-	-	Cosmopolitan	AM5		
30_2023	-	-	Cosmopolitan	AM5		
234_2016	-	-	Cosmopolitan	AM5		
240_2023	-	-	Cosmopolitan	AM5		
435_2018	-	-	Cosmopolitan	AM5		
236_2022	-	-	Cosmopolitan	AM5		
149_2020	-	-	Cosmopolitan	AM5		
225_2023	-	-	Cosmopolitan	AM5		
22_2016	-	-	Cosmopolitan	AM5		
297_2023	-	-	Cosmopolitan	AM5		
24_2019	-	-	Cosmopolitan	AM5		
321_2023	-	-	Cosmopolitan	AM5		
9_2019	-	-	Cosmopolitan	AM5		
183_2019	-	-	Cosmopolitan	AM5		
699_2015	-	-	Cosmopolitan	AM5		
40_2021	-	-	Cosmopolitan	AM5		
348_2023	-	-	Cosmopolitan	AM5		
560_2015	-	-	Cosmopolitan	AM5		
375_2017	-	-	Cosmopolitan	AM5		
107_2018	-	-	Cosmopolitan	AM5		
29_2021	-	-	Cosmopolitan	AM5		
266_2022	-	-	Cosmopolitan	AM5		
468_2016	-	-	Cosmopolitan	AM5		
219_2024	-	-	Cosmopolitan	AM5		
75_2021	-	-	Cosmopolitan	AM5		
1101787	-	-	Cosmopolitan	AM5		
3553_2010	-	-	Cosmopolitan	AM5		
147_2022	-	-	Cosmopolitan	AM5		
